"id","private","size","nace","region","single_shift"
"j_7421",1,"M","G","10",TRUE
"j_7422",0,"L","O","10",TRUE
"j_7423",1,"M","C","10",TRUE
"j_7424",0,"M","O","10",TRUE
"j_7425",1,"S","M","14",TRUE
"j_7426",1,"L","C","10",TRUE
"j_7427",1,"S","N","10",TRUE
"j_7428",1,"M","F","10",TRUE
"j_7429",1,"S","G","10",TRUE
"j_7430",1,"M","C","10",FALSE
"j_7431",1,"S","I","10",FALSE
"j_7432",1,"S","I","10",TRUE
"j_7433",1,"S","G","10",TRUE
"j_7434",1,"S","F","10",TRUE
"j_7435",1,"S","G","10",FALSE
"j_7436",1,"S","R.S","10",TRUE
"j_7437",1,"L","H","10",TRUE
"j_7438",1,"M","G","10",TRUE
"j_7439",1,"S","D.E","10",TRUE
"j_7440",1,"S","G","10",FALSE
"j_7441",1,"L","Q","10",TRUE
"j_7442",1,"S","G","10",TRUE
"j_7443",1,"L","C","10",TRUE
"j_7444",1,"L","C","10",FALSE
"j_7445",1,"L","N","10",FALSE
"j_7446",1,"M","I","10",TRUE
"j_7447",1,"S","F","10",TRUE
"j_7448",1,"S","G","10",TRUE
"j_7449",1,"S","G","10",TRUE
"j_7450",1,"S","G","10",FALSE
"j_7451",1,"S","G","16",TRUE
"j_7452",1,"L","N","10",FALSE
"j_7453",1,"M","C","10",TRUE
"j_7454",1,"S","I","10",FALSE
"j_7455",1,"S","C","10",TRUE
"j_7456",1,"S","G","10",TRUE
"j_7457",1,"S","G","10",TRUE
"j_7458",1,"S","N","10",TRUE
"j_7459",1,"S","C","10",TRUE
"j_7460",1,"L","C","10",TRUE
"j_7461",1,"S","N","10",TRUE
"j_7462",1,"M","C","10",TRUE
"j_7463",1,"L","C","10",TRUE
"j_7464",1,"S","G","10",TRUE
"j_7465",1,"S","G","10",TRUE
"j_7466",1,"S","G","10",TRUE
"j_7467",1,"S","G","10",TRUE
"j_7468",1,"S","G","10",TRUE
"j_7469",1,"S","C","12",TRUE
"j_7470",0,"M","Q","12",FALSE
"j_7471",1,"M","C","12",TRUE
"j_7472",1,"M","G","12",FALSE
"j_7473",1,"S","F","12",TRUE
"j_7474",1,"M","F","12",TRUE
"j_7475",1,"L","C","12",FALSE
"j_7476",0,"L","I","12",FALSE
"j_7477",1,"S","H","12",TRUE
"j_7478",1,"S","F","12",TRUE
"j_7479",1,"S","C","12",TRUE
"j_7480",1,"S","F","12",TRUE
"j_7481",1,"S","F","12",TRUE
"j_7482",1,"L","G","12",TRUE
"j_7483",1,"M","G","12",TRUE
"j_7484",1,"S","G","12",TRUE
"j_7485",1,"M","G","12",FALSE
"j_7486",1,"M","I","12",TRUE
"j_7487",1,"M","C","12",TRUE
"j_7488",1,"M","G","12",TRUE
"j_7489",1,"S","I","12",FALSE
"j_7490",1,"S","M","12",TRUE
"j_7491",1,"M","D.E","12",FALSE
"j_7492",1,"M","C","12",TRUE
"j_7493",1,"S","C","12",TRUE
"j_7494",1,"M","Q","12",TRUE
"j_7495",0,"L","H","12",TRUE
"j_7496",1,"L","G","12",FALSE
"j_7497",1,"M","G","12",TRUE
"j_7498",1,"S","H","12",TRUE
"j_7499",1,"M","N","12",FALSE
"j_7500",1,"M","R.S","12",FALSE
"j_7501",1,"M","G","12",TRUE
"j_7502",1,"L","D.E","12",TRUE
"j_7503",0,"M","P","12",TRUE
"j_7504",1,"M","G","12",FALSE
"j_7505",1,"S","C","12",TRUE
"j_7506",1,"M","C","12",TRUE
"j_7507",1,"M","C","12",TRUE
"j_7508",1,"S","F","12",TRUE
"j_7509",1,"M","G","12",TRUE
"j_7510",1,"S","C","12",TRUE
"j_7511",1,"M","G","12",FALSE
"j_7512",1,"S","G","12",FALSE
"j_7513",1,"S","H","12",FALSE
"j_7514",1,"M","P","12",TRUE
"j_7515",0,"L","O","12",TRUE
"j_7516",1,"M","F","12",TRUE
"j_7517",1,"S","G","12",FALSE
"j_7518",1,"M","G","12",FALSE
"j_7519",1,"S","N","12",TRUE
"j_7520",1,"M","F","12",TRUE
"j_7521",1,"L","G","12",TRUE
"j_7522",1,"M","F","12",TRUE
"j_7523",1,"M","G","12",FALSE
"j_7524",1,"L","G","12",TRUE
"j_7525",1,"M","G","12",FALSE
"j_7526",1,"M","C","12",TRUE
"j_7527",1,"M","G","12",FALSE
"j_7528",1,"S","G","12",TRUE
"j_7529",1,"S","G","12",TRUE
"j_7530",1,"S","F","12",TRUE
"j_7531",1,"M","C","12",FALSE
"j_7532",1,"M","F","12",TRUE
"j_7533",1,"S","N","12",TRUE
"j_7534",1,"M","M","12",TRUE
"j_7535",1,"M","G","12",TRUE
"j_7536",1,"M","H","12",TRUE
"j_7537",1,"M","Q","12",FALSE
"j_7538",1,"S","Q","12",TRUE
"j_7539",1,"M","G","12",TRUE
"j_7540",1,"S","M","12",TRUE
"j_7541",1,"L","D.E","12",TRUE
"j_7542",1,"M","R.S","12",TRUE
"j_7543",1,"M","C","12",TRUE
"j_7544",1,"S","F","12",TRUE
"j_7545",1,"S","C","12",FALSE
"j_7546",1,"S","G","12",TRUE
"j_7547",1,"S","G","12",TRUE
"j_7548",1,"S","G","12",TRUE
"j_7549",1,"M","C","12",TRUE
"j_7550",1,"S","I","12",TRUE
"j_7551",1,"M","G","28",TRUE
"j_7552",1,"S","F","28",TRUE
"j_7553",1,"S","H","28",TRUE
"j_7554",0,"L","D.E","28",FALSE
"j_7555",1,"M","D.E","28",TRUE
"j_7556",1,"M","M","28",TRUE
"j_7557",1,"M","G","28",TRUE
"j_7558",1,"M","G","28",TRUE
"j_7559",1,"L","C","28",FALSE
"j_7560",1,"S","G","28",FALSE
"j_7561",1,"L","F","28",TRUE
"j_7562",1,"S","G","28",TRUE
"j_7563",1,"M","I","28",FALSE
"j_7564",1,"S","G","28",FALSE
"j_7565",1,"S","G","28",TRUE
"j_7566",1,"M","G","28",TRUE
"j_7567",1,"M","G","28",TRUE
"j_7568",1,"S","C","28",FALSE
"j_7569",1,"S","C","28",FALSE
"j_7570",1,"L","C","28",FALSE
"j_7571",1,"M","I","28",FALSE
"j_7572",1,"M","G","28",TRUE
"j_7573",1,"M","G","28",FALSE
"j_7574",1,"M","I","28",FALSE
"j_7575",1,"L","C","28",TRUE
"j_7576",1,"S","I","28",FALSE
"j_7577",1,"S","I","28",TRUE
"j_7578",1,"M","F","28",TRUE
"j_7579",1,"M","C","28",TRUE
"j_7580",1,"S","G","28",FALSE
"j_7581",1,"S","G","28",TRUE
"j_7582",1,"S","G","28",TRUE
"j_7583",1,"M","C","28",TRUE
"j_7584",1,"S","F","28",TRUE
"j_7585",1,"S","F","28",TRUE
"j_7586",1,"M","C","28",FALSE
"j_7587",1,"S","F","28",TRUE
"j_7588",1,"M","C","28",TRUE
"j_7589",1,"S","R.S","28",TRUE
"j_7590",1,"M","C","28",TRUE
"j_7591",1,"L","C","06",TRUE
"j_7592",1,"S","K.L","28",TRUE
"j_7593",1,"L","C","28",FALSE
"j_7594",1,"S","G","28",TRUE
"j_7595",1,"S","G","28",TRUE
"j_7596",1,"M","Q","28",FALSE
"j_7597",1,"L","H","28",TRUE
"j_7598",1,"S","G","28",TRUE
"j_7599",1,"M","C","28",TRUE
"j_7600",1,"M","C","28",TRUE
"j_7601",1,"S","G","28",TRUE
"j_7602",1,"S","F","28",TRUE
"j_7603",1,"M","G","28",TRUE
"j_7604",1,"S","G","28",TRUE
"j_7605",1,"M","F","28",TRUE
"j_7606",1,"M","C","28",TRUE
"j_7607",1,"M","G","28",FALSE
"j_7608",1,"S","C","28",TRUE
"j_7609",1,"M","K.L","28",FALSE
"j_7610",1,"M","C","28",TRUE
"j_7611",1,"S","F","28",TRUE
"j_7612",1,"M","H","28",TRUE
"j_7613",1,"S","G","28",FALSE
"j_7614",1,"M","C","28",TRUE
"j_7615",1,"M","F","28",TRUE
"j_7616",1,"M","C","28",TRUE
"j_7617",1,"S","G","28",TRUE
"j_7618",1,"L","N","28",FALSE
"j_7619",1,"S","G","28",TRUE
"j_7620",1,"M","I","28",FALSE
"j_7621",1,"S","F","28",TRUE
"j_7622",1,"M","C","28",TRUE
"j_7623",0,"L","D.E","28",FALSE
"j_7624",1,"M","G","28",TRUE
"j_7625",1,"M","M","28",FALSE
"j_7626",0,"L","O","28",TRUE
"j_7627",0,"M","O","28",TRUE
"j_7628",0,"S","O","28",TRUE
"j_7629",1,"L","C","28",FALSE
"j_7630",1,"L","C","28",TRUE
"j_7631",1,"S","G","28",TRUE
"j_7632",1,"M","G","28",TRUE
"j_7633",0,"M","Q","28",TRUE
"j_7634",1,"S","M","28",TRUE
"j_7635",1,"M","G","28",FALSE
"j_7636",1,"S","J","28",TRUE
"j_7637",1,"L","C","28",TRUE
"j_7638",1,"S","F","28",TRUE
"j_7639",0,"M","F","28",TRUE
"j_7640",1,"S","G","28",TRUE
"j_7641",1,"S","C","28",TRUE
"j_7642",1,"M","C","28",FALSE
"j_7643",1,"S","G","06",TRUE
"j_7644",1,"M","D.E","28",TRUE
"j_7645",1,"M","C","28",FALSE
"j_7646",1,"S","C","28",TRUE
"j_7647",0,"M","H","28",TRUE
"j_7648",0,"L","Q","28",FALSE
"j_7649",1,"M","C","28",FALSE
"j_7650",1,"L","N","22",FALSE
"j_7651",1,"S","I","28",TRUE
"j_7652",1,"M","D.E","28",FALSE
"j_7653",1,"S","G","28",FALSE
"j_7654",1,"S","C","28",TRUE
"j_7655",1,"S","R.S","28",TRUE
"j_7656",1,"M","K.L","28",FALSE
"j_7657",0,"L","Q","28",TRUE
"j_7658",0,"M","D.E","28",TRUE
"j_7659",1,"M","G","28",FALSE
"j_7660",1,"M","F","28",TRUE
"j_7661",1,"M","P","28",TRUE
"j_7662",1,"S","C","28",FALSE
"j_7663",1,"S","F","28",TRUE
"j_7664",1,"L","C","28",TRUE
"j_7665",1,"S","R.S","28",TRUE
"j_7666",1,"M","G","28",FALSE
"j_7667",1,"L","C","28",FALSE
"j_7668",1,"M","G","28",TRUE
"j_7669",1,"S","Q","28",TRUE
"j_7670",0,"L","P","28",TRUE
"j_7671",1,"M","G","28",TRUE
"j_7672",1,"S","H","28",FALSE
"j_7673",0,"M","R.S","28",TRUE
"j_7674",1,"M","H","28",TRUE
"j_7675",1,"S","H","28",FALSE
"j_7676",1,"S","G","28",TRUE
"j_7677",1,"M","I","28",FALSE
"j_7678",1,"S","G","28",FALSE
"j_7679",1,"M","G","28",FALSE
"j_7680",1,"S","C","28",TRUE
"j_7681",0,"M","P","28",TRUE
"j_7682",1,"M","K.L","28",FALSE
"j_7683",1,"L","C","28",TRUE
"j_7684",1,"M","G","14",FALSE
"j_7685",1,"S","F","28",TRUE
"j_7686",1,"S","G","28",TRUE
"j_7687",1,"M","C","28",TRUE
"j_7688",1,"S","F","28",TRUE
"j_7689",1,"S","I","28",FALSE
"j_7690",1,"S","G","28",FALSE
"j_7691",1,"L","C","28",FALSE
"j_7692",1,"M","G","28",TRUE
"j_7693",1,"M","C","28",TRUE
"j_7694",1,"S","Q","28",TRUE
"j_7695",1,"M","H","28",TRUE
"j_7696",1,"L","C","28",TRUE
"j_7697",1,"S","H","28",TRUE
"j_7698",1,"M","H","28",TRUE
"j_7699",1,"S","C","28",TRUE
"j_7700",1,"M","C","28",FALSE
"j_7701",0,"L","C","28",FALSE
"j_7702",1,"S","F","28",FALSE
"j_7703",1,"M","H","28",FALSE
"j_7704",1,"S","F","28",TRUE
"j_7705",1,"M","C","28",FALSE
"j_7706",1,"S","F","28",TRUE
"j_7707",1,"M","Q","28",FALSE
"j_7708",1,"L","C","28",FALSE
"j_7709",1,"S","F","28",TRUE
"j_7710",1,"S","H","28",TRUE
"j_7711",1,"M","C","28",FALSE
"j_7712",1,"S","H","28",TRUE
"j_7713",1,"S","C","28",TRUE
"j_7714",1,"S","F","28",TRUE
"j_7715",1,"S","G","28",FALSE
"j_7716",1,"M","C","28",FALSE
"j_7717",1,"L","C","16",FALSE
"j_7718",1,"S","G","16",TRUE
"j_7719",1,"L","C","16",FALSE
"j_7720",1,"S","G","16",TRUE
"j_7721",1,"M","H","16",FALSE
"j_7722",1,"L","C","16",TRUE
"j_7723",1,"L","C","16",FALSE
"j_7724",1,"M","C","16",TRUE
"j_7725",1,"S","Q","16",FALSE
"j_7726",1,"S","G","16",FALSE
"j_7727",1,"L","G","16",TRUE
"j_7728",1,"L","C","24",FALSE
"j_7729",1,"L","C","16",TRUE
"j_7730",0,"L","D.E","16",FALSE
"j_7731",1,"M","I","16",FALSE
"j_7732",1,"M","F","16",TRUE
"j_7733",0,"M","P","16",FALSE
"j_7734",0,"M","P","16",TRUE
"j_7735",1,"M","C","16",FALSE
"j_7736",1,"L","C","16",FALSE
"j_7737",1,"S","R.S","16",FALSE
"j_7738",1,"L","D.E","16",FALSE
"j_7739",1,"M","C","16",TRUE
"j_7740",1,"M","F","16",TRUE
"j_7741",1,"S","H","16",TRUE
"j_7742",1,"S","G","16",TRUE
"j_7743",1,"S","G","16",TRUE
"j_7744",1,"M","H","16",FALSE
"j_7745",1,"L","G","16",FALSE
"j_7746",1,"S","G","16",TRUE
"j_7747",1,"S","G","16",TRUE
"j_7748",1,"M","F","16",TRUE
"j_7749",1,"L","C","16",TRUE
"j_7750",1,"M","G","16",TRUE
"j_7751",1,"S","C","16",FALSE
"j_7752",1,"M","G","16",FALSE
"j_7753",1,"L","N","16",TRUE
"j_7754",1,"L","C","16",FALSE
"j_7755",1,"S","F","16",TRUE
"j_7756",1,"S","F","16",TRUE
"j_7757",1,"L","D.E","16",FALSE
"j_7758",1,"S","C","16",TRUE
"j_7759",1,"M","G","16",FALSE
"j_7760",1,"L","H","16",TRUE
"j_7761",1,"S","G","16",TRUE
"j_7762",1,"S","R.S","16",TRUE
"j_7763",1,"S","G","16",FALSE
"j_7764",1,"L","C","32",FALSE
"j_7765",1,"S","G","16",TRUE
"j_7766",1,"M","R.S","16",TRUE
"j_7767",1,"S","H","16",TRUE
"j_7768",1,"S","C","16",TRUE
"j_7769",1,"S","N","16",TRUE
"j_7770",1,"S","G","16",FALSE
"j_7771",1,"M","C","16",TRUE
"j_7772",1,"S","F","16",TRUE
"j_7773",1,"L","C","24",TRUE
"j_7774",1,"L","C","16",TRUE
"j_7775",1,"S","F","16",TRUE
"j_7776",1,"S","I","16",FALSE
"j_7777",1,"M","F","16",TRUE
"j_7778",1,"S","C","16",TRUE
"j_7779",1,"S","M","16",TRUE
"j_7780",1,"L","C","16",TRUE
"j_7781",0,"L","Q","16",TRUE
"j_7782",1,"S","K.L","16",FALSE
"j_7783",1,"L","C","16",FALSE
"j_7784",1,"M","G","16",FALSE
"j_7785",0,"M","Q","16",FALSE
"j_7786",1,"S","F","16",TRUE
"j_7787",0,"M","P","16",TRUE
"j_7788",1,"S","F","16",TRUE
"j_7789",1,"M","G","16",TRUE
"j_7790",1,"L","C","16",TRUE
"j_7791",1,"S","G","16",TRUE
"j_7792",1,"S","F","16",TRUE
"j_7793",1,"S","G","16",FALSE
"j_7794",1,"L","H","16",FALSE
"j_7795",1,"M","C","16",TRUE
"j_7796",1,"S","G","16",TRUE
"j_7797",1,"M","C","16",TRUE
"j_7798",0,"L","K.L","16",TRUE
"j_7799",1,"M","F","16",TRUE
"j_7800",1,"L","C","16",TRUE
"j_7801",1,"L","C","16",FALSE
"j_7802",1,"S","I","16",TRUE
"j_7803",1,"S","G","16",FALSE
"j_7804",1,"S","K.L","16",FALSE
"j_7805",1,"M","G","16",TRUE
"j_7806",1,"M","I","16",TRUE
"j_7807",1,"M","C","16",TRUE
"j_7808",1,"M","G","16",TRUE
"j_7809",0,"L","Q","16",FALSE
"j_7810",1,"M","G","16",TRUE
"j_7811",1,"M","C","16",TRUE
"j_7812",1,"S","I","16",FALSE
"j_7813",1,"S","F","16",TRUE
"j_7814",1,"M","I","16",TRUE
"j_7815",1,"M","G","16",TRUE
"j_7816",1,"S","I","16",FALSE
"j_7817",1,"M","F","16",TRUE
"j_7818",1,"S","F","16",TRUE
"j_7819",1,"S","I","24",FALSE
"j_7820",1,"S","C","16",TRUE
"j_7821",0,"M","Q","16",TRUE
"j_7822",1,"M","F","16",TRUE
"j_7823",1,"S","I","16",TRUE
"j_7824",1,"S","Q","16",TRUE
"j_7825",1,"M","G","16",FALSE
"j_7826",1,"S","N","16",TRUE
"j_7827",1,"M","I","16",FALSE
"j_7828",1,"S","C","16",FALSE
"j_7829",1,"L","F","16",TRUE
"j_7830",1,"S","D.E","16",TRUE
"j_7831",1,"S","G","16",TRUE
"j_7832",1,"S","D.E","16",TRUE
"j_7833",1,"L","H","16",FALSE
"j_7834",1,"S","G","16",TRUE
"j_7835",1,"L","N","16",FALSE
"j_7836",1,"S","G","16",TRUE
"j_7837",1,"S","G","16",FALSE
"j_7838",1,"L","F","16",TRUE
"j_7839",1,"M","C","16",TRUE
"j_7840",1,"M","C","16",FALSE
"j_7841",1,"S","C","16",TRUE
"j_7842",1,"S","N","14",TRUE
"j_7843",1,"S","N","16",TRUE
"j_7844",1,"S","R.S","16",TRUE
"j_7845",1,"L","C","14",TRUE
"j_7846",1,"S","G","16",TRUE
"j_7847",1,"L","H","16",FALSE
"j_7848",1,"S","G","16",FALSE
"j_7849",1,"L","C","16",TRUE
"j_7850",1,"S","I","16",TRUE
"j_7851",1,"S","R.S","16",TRUE
"j_7852",1,"S","G","16",TRUE
"j_7853",1,"M","F","16",TRUE
"j_7854",1,"S","M","16",TRUE
"j_7855",1,"S","C","14",TRUE
"j_7856",1,"S","I","14",FALSE
"j_7857",1,"S","F","14",TRUE
"j_7858",0,"M","Q","14",TRUE
"j_7859",1,"S","N","14",TRUE
"j_7860",1,"L","N","14",TRUE
"j_7861",1,"S","G","14",FALSE
"j_7862",1,"S","R.S","14",TRUE
"j_7863",1,"M","H","14",FALSE
"j_7864",1,"S","C","14",TRUE
"j_7865",1,"M","G","14",TRUE
"j_7866",1,"L","C","14",FALSE
"j_7867",1,"M","G","14",TRUE
"j_7868",1,"S","G","14",TRUE
"j_7869",1,"S","G","14",TRUE
"j_7870",1,"M","H","14",TRUE
"j_7871",1,"S","F","14",TRUE
"j_7872",1,"S","G","14",TRUE
"j_7873",1,"M","G","14",TRUE
"j_7874",1,"S","G","14",TRUE
"j_7875",1,"L","G","14",TRUE
"j_7876",1,"M","I","14",TRUE
"j_7877",1,"S","G","14",TRUE
"j_7878",1,"M","H","14",TRUE
"j_7879",1,"S","C","14",TRUE
"j_7880",1,"S","N","14",TRUE
"j_7881",1,"L","D.E","14",TRUE
"j_7882",1,"S","G","32",TRUE
"j_7883",1,"M","G","30",FALSE
"j_7884",1,"L","C","30",FALSE
"j_7885",1,"L","C","26",FALSE
"j_7886",1,"S","F","32",TRUE
"j_7887",1,"S","G","32",FALSE
"j_7888",1,"S","C","30",TRUE
"j_7889",1,"L","C","32",FALSE
"j_7890",1,"S","G","32",FALSE
"j_7891",1,"S","F","30",TRUE
"j_7892",1,"M","C","30",TRUE
"j_7893",1,"L","D.E","30",TRUE
"j_7894",1,"S","M","30",TRUE
"j_7895",1,"S","G","30",TRUE
"j_7896",1,"M","C","30",FALSE
"j_7897",0,"S","Q","30",TRUE
"j_7898",1,"M","C","30",FALSE
"j_7899",1,"M","N","30",FALSE
"j_7900",1,"S","M","32",TRUE
"j_7901",1,"M","C","30",FALSE
"j_7902",1,"S","C","30",TRUE
"j_7903",1,"S","G","30",TRUE
"j_7904",1,"M","I","30",TRUE
"j_7905",1,"M","C","30",FALSE
"j_7906",0,"M","O","30",TRUE
"j_7907",1,"M","K.L","30",TRUE
"j_7908",1,"S","F","30",TRUE
"j_7909",1,"S","G","30",FALSE
"j_7910",0,"L","P","30",FALSE
"j_7911",1,"S","I","30",TRUE
"j_7912",1,"M","G","30",FALSE
"j_7913",1,"S","G","30",FALSE
"j_7914",1,"M","F","30",TRUE
"j_7915",1,"S","F","30",TRUE
"j_7916",1,"S","C","30",TRUE
"j_7917",1,"S","F","30",TRUE
"j_7918",1,"L","C","30",TRUE
"j_7919",1,"L","C","30",FALSE
"j_7920",1,"M","G","30",TRUE
"j_7921",1,"L","C","30",FALSE
"j_7922",1,"S","C","30",FALSE
"j_7923",1,"L","F","10",TRUE
"j_7924",1,"S","C","10",TRUE
"j_7925",1,"L","I","10",TRUE
"j_7926",1,"M","F","10",FALSE
"j_7927",1,"M","N","10",TRUE
"j_7928",1,"L","C","10",TRUE
"j_7929",1,"L","F","10",TRUE
"j_7930",1,"L","F","10",TRUE
"j_7931",1,"M","C","10",TRUE
"j_7932",1,"S","C","10",FALSE
"j_7933",1,"S","M","14",TRUE
"j_7934",1,"S","F","10",TRUE
"j_7935",1,"M","C","10",TRUE
"j_7936",1,"S","R.S","10",TRUE
"j_7937",1,"M","G","10",FALSE
"j_7938",1,"M","G","10",FALSE
"j_7939",1,"M","C","10",TRUE
"j_7940",1,"S","G","10",TRUE
"j_7941",1,"S","I","10",TRUE
"j_7942",1,"S","G","10",FALSE
"j_7943",0,"M","D.E","10",FALSE
"j_7944",1,"S","C","10",FALSE
"j_7945",1,"S","G","10",TRUE
"j_7946",1,"M","F","10",TRUE
"j_7947",1,"S","G","10",FALSE
"j_7948",1,"L","N","14",FALSE
"j_7949",1,"L","C","10",FALSE
"j_7950",1,"S","I","10",FALSE
"j_7951",1,"M","C","10",FALSE
"j_7952",1,"L","G","10",FALSE
"j_7953",1,"M","N","10",FALSE
"j_7954",1,"L","C","10",TRUE
"j_7955",1,"M","F","10",TRUE
"j_7956",1,"S","G","10",TRUE
"j_7957",1,"M","P","10",TRUE
"j_7958",1,"M","F","10",TRUE
"j_7959",1,"S","F","10",TRUE
"j_7960",1,"M","N","10",TRUE
"j_7961",1,"S","N","10",TRUE
"j_7962",1,"S","G","10",FALSE
"j_7963",1,"L","F","10",TRUE
"j_7964",1,"M","G","10",TRUE
"j_7965",1,"S","G","10",TRUE
"j_7966",1,"S","F","10",TRUE
"j_7967",1,"S","F","10",TRUE
"j_7968",0,"M","P","10",TRUE
"j_7969",1,"L","Q","10",TRUE
"j_7970",1,"L","G","10",TRUE
"j_7971",1,"S","F","10",TRUE
"j_7972",1,"L","G","10",TRUE
"j_7973",1,"L","G","10",FALSE
"j_7974",1,"M","P","10",TRUE
"j_7975",1,"S","H","10",TRUE
"j_7976",1,"L","C","10",TRUE
"j_7977",0,"M","P","10",TRUE
"j_7978",1,"M","H","10",FALSE
"j_7979",1,"M","F","10",TRUE
"j_7980",0,"M","K.L","10",TRUE
"j_7981",1,"L","C","10",TRUE
"j_7982",1,"L","N","10",FALSE
"j_7983",1,"M","F","10",TRUE
"j_7984",1,"S","G","10",TRUE
"j_7985",1,"M","C","10",TRUE
"j_7986",1,"S","H","10",FALSE
"j_7987",1,"M","I","10",TRUE
"j_7988",1,"M","F","10",TRUE
"j_7989",1,"L","G","10",FALSE
"j_7990",1,"M","G","10",TRUE
"j_7991",1,"S","G","10",FALSE
"j_7992",1,"S","G","10",TRUE
"j_7993",1,"M","G","10",FALSE
"j_7994",1,"M","F","14",TRUE
"j_7995",0,"M","Q","10",TRUE
"j_7996",1,"M","F","10",TRUE
"j_7997",1,"M","G","10",TRUE
"j_7998",1,"M","M","14",TRUE
"j_7999",1,"S","H","10",FALSE
"j_8000",1,"L","C","14",TRUE
"j_8001",1,"S","R.S","14",FALSE
"j_8002",1,"L","H","14",TRUE
"j_8003",1,"M","F","10",TRUE
"j_8004",1,"L","N","10",TRUE
"j_8005",1,"S","F","14",TRUE
"j_8006",1,"S","F","14",TRUE
"j_8007",1,"M","C","14",TRUE
"j_8008",1,"M","I","14",FALSE
"j_8009",0,"M","Q","10",TRUE
"j_8010",1,"L","C","14",TRUE
"j_8011",1,"S","R.S","14",FALSE
"j_8012",1,"M","G","14",TRUE
"j_8013",1,"S","F","14",TRUE
"j_8014",1,"L","D.E","10",FALSE
"j_8015",1,"S","G","14",TRUE
"j_8016",1,"S","G","14",TRUE
"j_8017",1,"S","C","14",FALSE
"j_8018",1,"S","G","14",FALSE
"j_8019",0,"L","D.E","14",FALSE
"j_8020",1,"S","C","10",FALSE
"j_8021",1,"S","F","14",TRUE
"j_8022",1,"S","C","14",TRUE
"j_8023",1,"S","G","14",FALSE
"j_8024",0,"M","O","14",TRUE
"j_8025",0,"M","K.L","14",TRUE
"j_8026",1,"S","G","14",FALSE
"j_8027",1,"S","C","14",TRUE
"j_8028",1,"L","C","14",TRUE
"j_8029",1,"L","H","14",FALSE
"j_8030",1,"L","C","14",TRUE
"j_8031",1,"M","C","30",TRUE
"j_8032",1,"L","N","30",TRUE
"j_8033",1,"L","C","30",FALSE
"j_8034",1,"S","G","30",TRUE
"j_8035",1,"L","C","30",TRUE
"j_8036",1,"M","G","30",TRUE
"j_8037",1,"L","C","30",TRUE
"j_8038",1,"L","G","30",TRUE
"j_8039",1,"S","M","30",TRUE
"j_8040",1,"S","G","30",TRUE
"j_8041",1,"L","G","30",FALSE
"j_8042",1,"L","C","14",FALSE
"j_8043",1,"S","C","30",TRUE
"j_8044",1,"S","F","30",TRUE
"j_8045",1,"M","G","30",FALSE
"j_8046",1,"L","C","30",FALSE
"j_8047",1,"L","N","30",FALSE
"j_8048",1,"L","C","30",TRUE
"j_8049",1,"L","C","30",TRUE
"j_8050",1,"M","M","30",TRUE
"j_8051",1,"M","H","30",FALSE
"j_8052",1,"M","C","30",TRUE
"j_8053",0,"L","Q","30",FALSE
"j_8054",1,"S","H","30",TRUE
"j_8055",1,"S","G","30",TRUE
"j_8056",1,"L","C","30",TRUE
"j_8057",1,"S","F","30",FALSE
"j_8058",1,"M","M","30",TRUE
"j_8059",0,"L","Q","30",FALSE
"j_8060",1,"L","G","04",FALSE
"j_8061",1,"S","G","30",FALSE
"j_8062",1,"L","C","30",FALSE
"j_8063",1,"L","G","30",TRUE
"j_8064",1,"L","F","30",FALSE
"j_8065",1,"S","I","30",FALSE
"j_8066",1,"L","N","30",TRUE
"j_8067",1,"S","G","30",FALSE
"j_8068",1,"S","M","02",TRUE
"j_8069",1,"S","I","30",FALSE
"j_8070",1,"M","F","30",TRUE
"j_8071",0,"L","Q","30",TRUE
"j_8072",1,"L","C","30",TRUE
"j_8073",1,"S","H","30",TRUE
"j_8074",1,"S","C","30",TRUE
"j_8075",1,"S","C","30",TRUE
"j_8076",0,"M","Q","30",FALSE
"j_8077",1,"M","C","30",FALSE
"j_8078",1,"L","D.E","30",TRUE
"j_8079",1,"S","I","30",TRUE
"j_8080",1,"S","C","30",TRUE
"j_8081",1,"L","N","30",TRUE
"j_8082",1,"L","C","30",TRUE
"j_8083",1,"L","C","30",FALSE
"j_8084",1,"S","G","30",FALSE
"j_8085",1,"L","C","30",FALSE
"j_8086",1,"L","C","04",FALSE
"j_8087",1,"M","G","30",TRUE
"j_8088",1,"S","C","30",TRUE
"j_8089",1,"L","H","04",FALSE
"j_8090",1,"M","G","30",TRUE
"j_8091",1,"L","C","30",TRUE
"j_8092",1,"M","G","30",FALSE
"j_8093",1,"L","N","14",FALSE
"j_8094",1,"M","G","30",TRUE
"j_8095",1,"M","P","30",TRUE
"j_8096",1,"M","C","30",TRUE
"j_8097",1,"L","C","02",FALSE
"j_8098",1,"L","Q","30",FALSE
"j_8099",1,"S","M","30",TRUE
"j_8100",1,"S","G","30",FALSE
"j_8101",1,"M","G","30",TRUE
"j_8102",1,"M","Q","02",TRUE
"j_8103",1,"L","N","02",FALSE
"j_8104",1,"L","F","30",TRUE
"j_8105",1,"S","G","30",FALSE
"j_8106",0,"M","P","30",TRUE
"j_8107",1,"S","G","30",FALSE
"j_8108",1,"L","G","30",FALSE
"j_8109",1,"M","G","30",FALSE
"j_8110",1,"L","C","30",TRUE
"j_8111",1,"M","G","30",FALSE
"j_8112",1,"L","C","30",FALSE
